​:ID;title:string;venue:string;city:string;period:string;year:int
9047882;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2014, Columbus, OH, USA, June 23-28, 2014;Ritz-Carlton Kapalua;Madrid;25-28 August;1975
9047883;2012 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, Providence, RI, USA, June 16-21, 2012;Marriott Maui Ocean Club;Berlin;12-14 June;1976
9047886;2015 IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2015, Boston, MA, USA, June 7-12, 2015;Sheraton Princess Kaiulani;Athens;17-19 September;1977
9047888;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2006, New York, NY, USA, 17-22 June, 2006;Kahala Hotel & Resort;Paris;20-22 September;1978
9047891;2018 IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2018, Salt Lake City, UT, USA, June 18-22, 2018;Holiday Inn Waikiki Beachcomber;Brussels;22-25 December;1979
9047893;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2005, San Diego, CA, USA, 21-23 September, 2005;Hilton Hawaiian Village;Thessaloniki;10-12 November;1980
9047951;Edition of the 2nd International Workshop on Semantic Technologies (IWOST2), Bangkok, Thailand, November 2-3, 2015.;Hale Koa Hotel;London;12-13 July;1981
9048007;Edition of the 37th Annual Meeting of the Cognitive Science Society, CogSci 2015, Pasadena, California, USA, July 22-25, 2015;Waikiki Beach Marriott;Barcelona;1-2 June;1982
9048008;Edition of the 35th Annual Meeting of the Cognitive Science Society, CogSci 2013, Berlin, Germany, July 31 - August 3, 2013;Sheraton Waikiki;Madrid;10-14 January;1983
9048009;Edition of the 38th Annual Meeting of the Cognitive Science Society, Recogbizing and Representing Events, CogSci 2016, Philadelphia, PA, USA, August 10-13, 2016;Turtle Bay Resort;Berlin;8-9 February;1984
9048010;Edition of the 34th Annual Meeting of the Cognitive Science Society, CogSci 2012, Sapporo, Japan, August 1-4, 2012;JW Marriott Ihilani, Ko Olina;Athens;11-13 March;1985
9048011;Edition of the 36th Annual Meeting of the Cognitive Science Society, CogSci 2014, Quebec City, Canada, July 23-26, 2014;Grand Wailea Resort;Paris;23-25 April;1986
9048013;Edition of the 39th Annual Meeting of the Cognitive Science Society, CogSci 2017, London, UK, 16-29 July 2017;Maui Prince Hotel;Brussels;28-29 May;1987
9048014;Edition of the 33th Annual Meeting of the Cognitive Science Society, CogSci 2011, Boston, Massachusetts, USA, July 20-23, 2011;Mauna Lani Bay Hotel & Bungalows;Thessaloniki;22-23 August;1988
9048090;Edition of the 7th Linguistic Annotation Workshop and Interoperability with Discourse, LAW-ID@ACL 2013, August 8-9, 2013, Sofia, Bulgaria;Hilton Waikoloa Village;London;25-28 August;1989
9048092;Edition of the Sixth Linguistic Annotation Workshop, LAW@ACL 2012, July 12-13, 2012, Jeju Island, Republic of Korea;Wyndham at Waikiki Beach Walk;Barcelona;12-14 June;1990
9048191;Edition of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction, HRI 2015 Extended Abstracts, Portland, OR, USA, March 02 - 05, 2015;Marriott Waiohai Beach Club;Madrid;17-19 September;1991
9048242;International Mobility and Wireless Access Workshop, MobiWac 2002, October 12, 2002, Dallas/Fort Worth, TX, USA;Westin Kaanapali Ocean Resort Villas;Berlin;20-22 September;1992
9048243;Edition of the Fifth ACM International Workshop on Mobility Management & Wireless Access, MOBIWAC 2007, Chania, Crete Island, Greece, October 22, 2007;Wailea Beach Marriott Resort & Spa;Athens;22-25 December;1993
9048244;Edition of the 13th ACM International Symposium on Mobility Management and Wireless Access, MobiWac 2015, Cancun, Mexico, November 2-6, 2015;Hyatt Regency Maui Resort & Spa;Paris;10-12 November;1994
9048245;Edition of the Seventh ACM International Workshop on Mobility Management & Wireless Access, MOBIWAC 2009, Tenerife, Canary Islands, Spain, October 26-27, 2009;Fairmont Kea Lani;Brussels;12-13 July;1995
9048246;Edition of the Sixth ACM International Workshop on Mobility Management & Wireless Access, MOBIWAC 2008, Vancouver, British Columbia, Canada, October 30-31, 2008;Moana Surfrider;Thessaloniki;1-2 June;1996
9048247;Edition of the Forth ACM International Workshop on Mobility Management & Wireless Access, MOBIWAC 2006, Terromolinos, Spain, October 2, 2006;Ko Olina Marriot Beach Club;London;10-14 January;1997
9048248;MobiWac'13, Edition of the 11th ACM International Symposium on Mobility Management and Wireless Access, Barcelona, Spain, November 3-8, 2013;Hyatt Regency Waikiki;Barcelona;8-9 February;1998
9048249;Edition of the 14th ACM International Symposium on Mobility Management and Wireless Access, MobiWac 2016, Malta, November 13-17, 2016;Hawaii Prince Hotel Waikiki;Madrid;11-13 March;1999
9048250;Edition of the 10th ACM International Symposium on Mobility Management and Wireless Access, MOBIWAC '12, Paphos, Cyprus, October 21-22, 2012;Aqua Bamboo Waikiki;Berlin;23-25 April;2000
9048251;MobiWac'14, Edition of the 12th ACM International Symposium on Mobility Management and Wireless Access, Montreal, QC, Canada, September 21-26, 2014;Aqua Aloha Surf Waikiki Hotel;Athens;28-29 May;2001
9048252;Edition of the 15th ACM International Symposium on Mobility Management and Wireless Access, MOBIWAC 2017, Miami, FL, USA, November 21 - 25, 2017;Sheraton Kauai Resort;Paris;22-23 August;2002
9048253;Edition of the 8th ACM International Workshop on Mobility Management & Wireless Access, MOBIWAC 2010, Bodrum, Turkey October 17-18, 2010;Kilauea Lakeside Estate;Brussels;25-28 August;2003
9048254;Edition of the 9th ACM International Workshop on Mobility Management & Wireless Access, MOBIWAC 2011, October 31- November 4, 2011, Miami Beach, FL, USA;Grand Hyatt Kauai Resort & Spa;Thessaloniki;12-14 June;2004
9048255;Edition of the 16th ACM International Symposium on Mobility Management and Wireless Access, MobiWac 2018, Montreal, QC, Canada, October 28 - November 02, 2018;Ritz-Carlton Kapalua;London;17-19 September;2005
9047408;State of the Art in AI Applied to Ambient Intelligence;Marriott Maui Ocean Club;Barcelona;20-22 September;1955
9047412;Advances in Knowledge Discovery and Management - Volume 3 [Best of EGC 2011, Brest, France].;Sheraton Princess Kaiulani;Madrid;22-25 December;1956
9047419;Intelligent Decision Making in Quality Management - Theory and Applications;Kahala Hotel & Resort;Berlin;10-12 November;1957
9047420;Handbook on Business Process Management 2, Strategic Alignment, Governance, People and Culture, 2nd Ed.;Holiday Inn Waikiki Beachcomber;Athens;12-13 July;1958
9047421;Handbook on Business Process Management 1, Introduction, Methods, and Information Systems, 2nd Ed.;Hilton Hawaiian Village;Paris;1-2 June;1959
9047422;Handbook on Ontologies;Hale Koa Hotel;Brussels;10-14 January;1960
9047423;MMB '99, Messung, Modellierung und Bewertung von Rechen- und Kommunikationssystemen, 10. GI/NTG-Fachtagung, 22.-24. September 1999, Trier, KurzbeitrÃ¤ge und Toolbeschreibungen;Waikiki Beach Marriott;Thessaloniki;8-9 February;1961
9047428;Symbolic and Algebraic Computation, International Symposium ISSAC'88, Rome, Italy, July 4-8, 1988, Edition;Sheraton Waikiki;London;11-13 March;1962
9047429;Symbolic and Algebraic Computation, International Symposium ISSAC 2002, Lille, France, July 7-10, 2002, Edition;Turtle Bay Resort;Barcelona;23-25 April;1963
9047430;Symbolic and Algebraic Computation, International Symposium, ISSAC 2007, Waterloo, Ontario, Canada, July 28 - August 1, 2007, Edition;JW Marriott Ihilani, Ko Olina;Madrid;28-29 May;1964
9047431;Edition of the 2015 ACM on International Symposium on Symbolic and Algebraic Computation, ISSAC 2015, Bath, United Kingdom, July 06 - 09, 2015;Grand Wailea Resort;Berlin;22-23 August;1965
9047432;Symbolic and Algebraic Computation, International Symposium, ISSAC 2009, Seoul, Republic of Korea, July 29-31, 2009, Edition;Maui Prince Hotel;Athens;25-28 August;1966
9047433;Edition of the 1992 International Symposium on Symbolic and Algebraic Computation, ISSAC '92, Berkeley, CA, USA, July 27-29, 1992;Mauna Lani Bay Hotel & Bungalows;Paris;12-14 June;1967
9047434;Edition of the ACM-SIGSAM 1989 International Symposium on Symbolic and Algebraic Computation, ISSAC '89, Portland, Oregon, USA, July 17-19, 1989;Hilton Waikoloa Village;Brussels;17-19 September;1968
9047435;Edition of the International Symposium on Symbolic and Algebraic Computation, ISSAC '94, Oxford, UK, July 20-22, 1994;Wyndham at Waikiki Beach Walk;Thessaloniki;20-22 September;1969
9047436;Symbolic and Algebraic Computation, International Symposium ISSAC 2005, Beijing, China, July 24-27, 2005, Edition;Marriott Waiohai Beach Club;London;22-25 December;1970
9047438;Edition of the International Symposium on Symbolic and Algebraic Computation, ISSAC '90, Tokyo, Japan, August 20-24, 1990;Westin Kaanapali Ocean Resort Villas;Barcelona;10-12 November;1971
9047439;Edition of the 1991 International Symposium on Symbolic and Algebraic Computation, ISSAC '91, Bonn, Germany, July 15-17, 1991;Wailea Beach Marriott Resort & Spa;Madrid;12-13 July;1972
9047440;Edition of the 1999 International Symposium on Symbolic and Algebraic Computation, ISSAC '99, Vancouver, B.C., Canada, July 29-31, 1999;Hyatt Regency Maui Resort & Spa;Berlin;1-2 June;1973
9047442;Symbolic and Algebraic Computation, International Symposium, ISSAC 2008, Linz/Hagenberg, Austria, July 20-23, 2008, Edition;Fairmont Kea Lani;Athens;10-14 January;1974
9047443;Symbolic and Algebraic Computation, International Symposium ISSAC 2003, Drexel University, Philadelphia, Pennsylvania, USA, August 3-6, 2003, Edition;Moana Surfrider;Paris;8-9 February;1975
9047445;Symbolic and Algebraic Computation, International Symposium, ISSAC 2006, Genoa, Italy, July 9-12, 2006, Edition;Ko Olina Marriot Beach Club;Brussels;11-13 March;1976
9047446;International Symposium on Symbolic and Algebraic Computation, ISSAC'13, Boston, MA, USA, June 26-29, 2013;Hyatt Regency Waikiki;Thessaloniki;23-25 April;1977
9047448;Edition of the 2001 International Symposium on Symbolic and Algebraic Computation, ISSAC 2001, ORCCA & University of Western Ontario, London, Ontario, Canada, July 22-25, 2001;Hawaii Prince Hotel Waikiki;London;28-29 May;1978
9047449;Edition of the ACM on International Symposium on Symbolic and Algebraic Computation, ISSAC 2016, Waterloo, ON, Canada, July 19-22, 2016;Aqua Bamboo Waikiki;Barcelona;22-23 August;1979
9047450;Edition of the 1996 International Symposium on Symbolic and Algebraic Computation, ISSAC '96, Zurich, Switzerland, July 24-26, 1996;Aqua Aloha Surf Waikiki Hotel;Madrid;25-28 August;1980
9047452;International Symposium on Symbolic and Algebraic Computation, ISSAC'12, Grenoble, France - July 22 - 25, 2012;Sheraton Kauai Resort;Berlin;12-14 June;1981
9047454;Edition of the 1995 International Symposium on Symbolic and Algebraic Computation, ISSAC '95, Montreal, Canada, July 10-12, 1995;Kilauea Lakeside Estate;Athens;17-19 September;1982
9047455;International Symposium on Symbolic and Algebraic Computation, ISSAC '14, Kobe, Japan, July 23-25, 2014;Grand Hyatt Kauai Resort & Spa;Paris;20-22 September;1983
9047456;Edition of the 1993 International Symposium on Symbolic and Algebraic Computation, ISSAC '93, Kiev, Ukraine, July 6-8, 1993;Ritz-Carlton Kapalua;Brussels;22-25 December;1984
9047457;Symbolic and Algebraic Computation, International Symposium ISSAC 2004, Santander, Spain, July 4-7, 2004, Edition;Marriott Maui Ocean Club;Thessaloniki;10-12 November;1985
9047458;Edition of the 1997 International Symposium on Symbolic and Algebraic Computation, ISSAC '97, Maui, Hawaii, USA, July 21-23, 1997;Sheraton Princess Kaiulani;London;12-13 July;1986
9047459;Edition of the 2000 International Symposium on Symbolic and Algebraic Computation, ISSAC 2000, St. Andrews, United Kingdom, August 6-10, 2000;Kahala Hotel & Resort;Barcelona;1-2 June;1987
9047460;Edition of the 2017 ACM on International Symposium on Symbolic and Algebraic Computation, ISSAC 2017, Kaiserslautern, Germany, July 25-28, 2017;Holiday Inn Waikiki Beachcomber;Madrid;10-14 January;1988
9047461;Symbolic and Algebraic Computation, International Symposium, ISSAC 2010, Munich, Germany, July 25-28, 2010, Edition;Hilton Hawaiian Village;Berlin;8-9 February;1989
9047462;Symbolic and Algebraic Computation, International Symposium, ISSAC 2011 (co-located with FCRC 2011), San Jose, CA, USA, June 7-11, 2011, Edition;Hale Koa Hotel;Athens;11-13 March;1990
9047463;Edition of the 2018 ACM on International Symposium on Symbolic and Algebraic Computation, ISSAC 2018, New York, NY, USA, July 16-19, 2018;Waikiki Beach Marriott;Paris;23-25 April;1991
9047464;Edition of the 1998 International Symposium on Symbolic and Algebraic Computation, ISSAC '98, Rostock, Germany, August 13-15, 1998;Sheraton Waikiki;Brussels;28-29 May;1992
9047507;Edition of the 6th Joint Conference on Information Science, March 8-13, 2002, Research Triangle Park, North Carolina, USA;Turtle Bay Resort;Thessaloniki;22-23 August;1993
9047508;Edition of the 2006 Joint Conference on Information Sciences, JCIS 2006, Kaohsiung, Taiwan, ROC, October 8-11, 2006;JW Marriott Ihilani, Ko Olina;London;25-28 August;1994
9047537;Edition of the 5th Workshop on Semantic Wikis, Hersonissos, Heraklion, Crete, Greece, May 31st, 2010;Grand Wailea Resort;Barcelona;12-14 June;1995
9047595;Edition of the 14th International Conference on Scientific and Statistical Database Management, July 24-26, 2002, Edinburgh, Scotland, UK;Maui Prince Hotel;Madrid;17-19 September;1996
9047599;Edition of the First LBL Workshop on Statistical Database Management, Melno Park, California, USA, December 2-4, 1981;Mauna Lani Bay Hotel & Bungalows;Berlin;20-22 September;1997
9047602;Edition of the Third International Workshop on Statistical and Scientific Database Management, July 22-24, 1986, Grand Duchy of Luxembourg, Luxembourg;Hilton Waikoloa Village;Athens;22-25 December;1998
9047607;10th International Conference on Scientific and Statistical Database Management, Edition, Capri, Italy, July 1-3, 1998;Wyndham at Waikiki Beach Walk;Paris;10-12 November;1999
9047608;Edition of the 13th International Conference on Scientific and Statistical Database Management, July 18-20, 2001, George Mason University, Fairfax, Virginia, USA;Marriott Waiohai Beach Club;Brussels;12-13 July;2000
9047609;Ninth International Conference on Scientific and Statistical Database Management, Edition, August 11-13, 1997, Olympia, Washington, USA;Westin Kaanapali Ocean Resort Villas;Thessaloniki;1-2 June;2001
9047611;11th International Conference on Scientific and Statistical Database Management, Edition, Cleveland, Ohio, USA, 28-30 July, 1999;Wailea Beach Marriott Resort & Spa;London;10-14 January;2002
9047615;Edition of the Eighth International Conference on Scientific and Statistical Database Management, Stockholm, Sweden, June 18-20, 1996;Hyatt Regency Maui Resort & Spa;Barcelona;8-9 February;2003
9047616;Edition of the 12th International Conference on Scientific and Statistical Database Management, Berlin, Germany, July 26-28, 2000;Fairmont Kea Lani;Madrid;11-13 March;2004
9047617;Edition of the Second International Workshop on Statistical Database Management, Los Altos, California, USA, September 27-29, 1983;Moana Surfrider;Berlin;23-25 April;2005
9047622;Edition of the 6th Int. Working Conf. on Scientific and Statistical Database Management, Monte Verita, Switzerland, 1992;Ko Olina Marriot Beach Club;Athens;28-29 May;2006
9047623;Seventh International Working Conference on Scientific and Statistical Database Management, September 28-30, 1994, Charlottesville, Virginia, USA, Edition;Hyatt Regency Waikiki;Paris;22-23 August;2007
9047632;Culture, Technology, Communication. Common World, Different Futures - 10th IFIP WG 13.8 International Conference, CaTaC 2016, London, UK, June 15-17, 2016, Revised Selected Papers;Hawaii Prince Hotel Waikiki;Brussels;25-28 August;2008
9047692;Edition of the 10th Web as Corpus Workshop, WAC@ACL 2016, Berlin, August 12, 2016;Aqua Bamboo Waikiki;Thessaloniki;12-14 June;2009
9047763;Second Twente Data Management Workshop (TDM 2006) on Uncertainty in Databases, Enschede, The Netherlands, June 6, 2006;Aqua Aloha Surf Waikiki Hotel;London;17-19 September;2010
9047764;First Twente Data Management Workshop (TDM 2004) on XML Databases and Information Retrieval, Enschede, The Netherlands, June 21, 2004;Sheraton Kauai Resort;Barcelona;20-22 September;2011
9047856;IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 1992, Edition, 15-18 June, 1992, Champaign, Illinois, USA;Kilauea Lakeside Estate;Madrid;22-25 December;2012
9047861;Conference on Computer Vision and Pattern Recognition, CVPR 1994, 21-23 June, 1994, Seattle, WA, USA;Grand Hyatt Kauai Resort & Spa;Berlin;10-12 November;2013
9047864;IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 1991, 3-6 June, 1991, Lahaina, Maui, Hawaii, USA;Ritz-Carlton Kapalua;Athens;12-13 July;2014
9047878;Conference on Computer Vision and Pattern Recognition, CVPR 1993, 15-17 June, 1993, New York, NY, USA;Marriott Maui Ocean Club;Paris;1-2 June;2015
9047890;Edition MDDE '04, 4th International Workshop on Multimedia Data and Document Engineering, Washington, DC, USA, July 2nd 2004;Sheraton Princess Kaiulani;Brussels;10-14 January;2016
9047952;The 2007 International Conference on Intelligent Pervasive Computing, IPC 2007, Jeju Island, Korea, 11-13 October 2007;Kahala Hotel & Resort;Thessaloniki;8-9 February;2017
9048093;Edition of the 8th Linguistic Annotation Workshop, LAW@COLING 2014, August 23-24, 2014, Dublin, Ireland;Holiday Inn Waikiki Beachcomber;London;11-13 March;2018
9048195;Edition of the WWW'06 Workshop on Models of Trust for the Web (MTW'06), Edinburgh, Scotland, UK, May 22, 2006;Hilton Hawaiian Village;Barcelona;23-25 April;2019
9048256;3rd IEEE International Conference on Networked Embedded Systems for Every Application, NESEA 2013, Liverpool, United Kingdom, December 13-14, 2012;Hale Koa Hotel;Madrid;28-29 May;1953
9048257;Edition of the 1st IEEE International Conference on Networked Embedded Systems for Enterprise Applications, NESEA 2010, November 25-26, 2010, Suzhou, China;Waikiki Beach Marriott;Berlin;22-23 August;1952
9048258;Edition of the 2nd IEEE International Conference on Networked Embedded Systems for Enterprise Applications, NESEA 2011, Perth, Australia, December 8-9, 2011;Sheraton Waikiki;Athens;25-28 August;1951
